id,formattedAddress,addressLine1,addressLine2,city,state,stateFips,zipCode,county,countyFips,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,yearBuilt,status,price,listingType,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket,mlsName,mlsNumber,listingAgent,listingOffice,history,hoa,lotSize
"1399-Raliegh-Pl,-Troy,-MI-48084","1399 Raliegh Pl, Troy, MI 48084",1399 Raliegh Pl,,Troy,MI,26,48084,Oakland,125,42.546422,-83.188518,Condo,2,2.0,1470,2002.0,Inactive,2300,Standard,2026-02-11T00:00:00.000Z,2026-03-06T00:00:00.000Z,2025-10-17T00:00:00.000Z,2026-03-05T02:08:22.297Z,23,Realcomp,20261008800,"{'name': 'Loo Rose', 'phone': '2483303343', 'email': 'rhloo@netzero.net'}","{'name': 'National Realty Centers-Northville', 'phone': '2484681444', 'email': 'craig@nationalrealtycenters.com', 'website': 'www.nationalrealtycenters.com'}","{'2025-10-16': {'event': 'Rental Listing', 'price': 2250, 'listingType': 'Standard', 'listedDate': '2025-10-16T00:00:00.000Z', 'removedDate': '2025-11-04T00:00:00.000Z', 'daysOnMarket': 19}, '2026-02-11': {'event': 'Rental Listing', 'price': 2300, 'listingType': 'Standard', 'listedDate': '2026-02-11T00:00:00.000Z', 'removedDate': '2026-03-06T00:00:00.000Z', 'daysOnMarket': 23}}",{'fee': 380},
"2917-Summers-Pl,-Troy,-MI-48084","2917 Summers Pl, Troy, MI 48084",2917 Summers Pl,,Troy,MI,26,48084,Oakland,125,42.55999,-83.172726,Townhouse,3,2.5,1753,2023.0,Inactive,3400,Standard,2025-09-03T00:00:00.000Z,2026-03-03T00:00:00.000Z,2025-09-04T00:00:00.000Z,2026-03-02T02:40:55.778Z,181,Realcomp,20251032859,"{'name': 'Jinny Yun', 'phone': '2485241600', 'email': 'jinnyyun40@yahoo.com'}","{'name': 'CENTURY 21 Professionals - Troy', 'phone': '2486527700', 'email': 'rochester@c21professionals.com', 'website': 'http://c21professionals.com/'}","{'2025-09-03': {'event': 'Rental Listing', 'price': 3400, 'listingType': 'Standard', 'listedDate': '2025-09-03T00:00:00.000Z', 'removedDate': '2026-03-03T00:00:00.000Z', 'daysOnMarket': 181}}",{'fee': 249},
"1840-Axtell-Dr,-Apt-5,-Troy,-MI-48084","1840 Axtell Dr, Apt 5, Troy, MI 48084",1840 Axtell Dr,Apt 5,Troy,MI,26,48084,Oakland,125,42.550475,-83.182285,Condo,1,1.0,868,1967.0,Inactive,1400,Standard,2026-01-14T00:00:00.000Z,2026-02-23T00:00:00.000Z,2019-08-18T01:33:55.619Z,2026-02-22T02:08:44.948Z,40,Realcomp,20261002821,"{'name': 'Andrew Konopada', 'phone': '2486465000', 'email': 'andy@andykhomes.com', 'website': 'http://www.andykhomes.com/'}","{'name': 'RE/MAX Classic', 'phone': '2486465000', 'email': 'info@classicrealtors.com', 'website': 'http://www.detroitmetrorealestate.com'}","{'2026-01-14': {'event': 'Rental Listing', 'price': 1400, 'listingType': 'Standard', 'listedDate': '2026-01-14T00:00:00.000Z', 'removedDate': '2026-02-23T00:00:00.000Z', 'daysOnMarket': 40}}",{'fee': 285},
"2869-Troy-Center-Dr,-Troy,-MI-48084","2869 Troy Center Dr, Troy, MI 48084",2869 Troy Center Dr,,Troy,MI,26,48084,Oakland,125,42.559419,-83.163182,Apartment,1,1.0,668,1973.0,Inactive,1249,Standard,2024-04-12T00:00:00.000Z,2026-02-23T00:00:00.000Z,2019-11-06T11:03:04.191Z,2026-02-22T00:31:18.144Z,682,,,,,"{'2024-04-12': {'event': 'Rental Listing', 'price': 1249, 'listingType': 'Standard', 'listedDate': '2024-04-12T00:00:00.000Z', 'removedDate': '2026-02-23T00:00:00.000Z', 'daysOnMarket': 682}}",,
"177-Wilshire-Dr,-Troy,-MI-48084","177 Wilshire Dr, Troy, MI 48084",177 Wilshire Dr,,Troy,MI,26,48084,Oakland,125,42.563885,-83.163223,Apartment,0,1.0,431,2022.0,Inactive,1425,Standard,2025-01-03T00:00:00.000Z,2026-02-21T00:00:00.000Z,2022-01-13T02:23:53.838Z,2026-02-20T01:10:34.844Z,414,,,,,"{'2025-01-03': {'event': 'Rental Listing', 'price': 1425, 'listingType': 'Standard', 'listedDate': '2025-01-03T00:00:00.000Z', 'removedDate': '2026-02-21T00:00:00.000Z', 'daysOnMarket': 414}}",,
"953-Kirts-Blvd,-Troy,-MI-48084","953 Kirts Blvd, Troy, MI 48084",953 Kirts Blvd,,Troy,MI,26,48084,Oakland,125,42.555649,-83.160126,Townhouse,2,2.5,1350,1973.0,Inactive,1795,Standard,2025-11-25T00:00:00.000Z,2026-02-19T00:00:00.000Z,2025-12-13T00:00:00.000Z,2026-02-18T02:35:48.645Z,86,MiRealSource,50195037,"{'name': 'Hank Mendez', 'phone': '5865985988', 'email': 'hankrealtyexec@aol.com'}","{'name': 'Real Estate One Shelby Twp.', 'phone': '5865325500', 'email': 'customercare@realestateone.com', 'website': 'http://realestateone.com/shelbytwp'}","{'2025-11-25': {'event': 'Rental Listing', 'price': 1795, 'listingType': 'Standard', 'listedDate': '2025-11-25T00:00:00.000Z', 'removedDate': '2026-02-19T00:00:00.000Z', 'daysOnMarket': 86}}",,
"3711-Ruthland-Rd,-Troy,-MI-48084","3711 Ruthland Rd, Troy, MI 48084",3711 Ruthland Rd,,Troy,MI,26,48084,Oakland,125,42.572613,-83.152504,Single Family,3,2.0,1600,,Inactive,3000,Standard,2024-04-10T00:00:00.000Z,2026-02-18T00:00:00.000Z,2024-04-11T00:00:00.000Z,2026-02-17T02:54:42.291Z,679,,,,,"{'2024-04-10': {'event': 'Rental Listing', 'price': 3000, 'listingType': 'Standard', 'listedDate': '2024-04-10T00:00:00.000Z', 'removedDate': '2026-02-18T00:00:00.000Z', 'daysOnMarket': 679}}",,
"881-Brooklawn-Dr,-Troy,-MI-48084","881 Brooklawn Dr, Troy, MI 48084",881 Brooklawn Dr,,Troy,MI,26,48084,Oakland,125,42.556058,-83.199668,Single Family,3,1.5,1161,1955.0,Inactive,2700,Standard,2025-12-09T00:00:00.000Z,2026-02-12T00:00:00.000Z,2024-10-25T00:00:00.000Z,2026-02-11T02:39:43.939Z,65,Realcomp,20251059051,"{'name': 'Raymond Karoumy', 'phone': '2482774226', 'email': 'ray@docsofre.com'}","{'name': 'Top Agent Realty', 'phone': '5862020499', 'email': 'marketing@charleshousing.com'}","{'2024-10-24': {'event': 'Rental Listing', 'price': 2600, 'listingType': 'Standard', 'listedDate': '2024-10-24T00:00:00.000Z', 'removedDate': '2024-12-27T00:00:00.000Z', 'daysOnMarket': 64}, '2025-12-09': {'event': 'Rental Listing', 'price': 2700, 'listingType': 'Standard', 'listedDate': '2025-12-09T00:00:00.000Z', 'removedDate': '2026-02-12T00:00:00.000Z', 'daysOnMarket': 65}}",,6534.0
"3680-W-Big-Beaver-Rd,-Troy,-MI-48084","3680 W Big Beaver Rd, Troy, MI 48084",3680 W Big Beaver Rd,,Troy,MI,26,48084,Oakland,125,42.561456,-83.201396,Single Family,4,3.0,3491,,Inactive,2700,Standard,2026-02-10T00:00:00.000Z,2026-02-11T00:00:00.000Z,2020-07-18T13:40:44.455Z,2026-02-10T02:29:34.810Z,1,,,,,"{'2026-02-10': {'event': 'Rental Listing', 'price': 2700, 'listingType': 'Standard', 'listedDate': '2026-02-10T00:00:00.000Z', 'removedDate': '2026-02-11T00:00:00.000Z', 'daysOnMarket': 1}}",,
"2839-Lanergan-Dr,-Troy,-MI-48084","2839 Lanergan Dr, Troy, MI 48084",2839 Lanergan Dr,,Troy,MI,26,48084,Oakland,125,42.570744,-83.203623,Single Family,3,2.0,2563,1956.0,Inactive,3100,Standard,2025-11-10T00:00:00.000Z,2026-02-08T00:00:00.000Z,2025-11-11T00:00:00.000Z,2026-02-07T02:48:47.805Z,90,Realcomp,20251051740,"{'name': 'Diego Attanasio', 'phone': '5862221836', 'email': 'diegoattanasio@jsarealtors.com'}","{'name': 'Good Company', 'phone': '2487335811', 'email': 'pat@goodcompanyrealty.com'}","{'2025-11-10': {'event': 'Rental Listing', 'price': 3100, 'listingType': 'Standard', 'listedDate': '2025-11-10T00:00:00.000Z', 'removedDate': '2026-02-08T00:00:00.000Z', 'daysOnMarket': 90}}",,20909.0
"3285-Newbury-Pl,-Troy,-MI-48084","3285 Newbury Pl, Troy, MI 48084",3285 Newbury Pl,,Troy,MI,26,48084,Oakland,125,42.546427,-83.188425,Townhouse,2,2.5,1969,2002.0,Inactive,2750,Standard,2025-11-24T00:00:00.000Z,2026-02-06T00:00:00.000Z,2025-11-25T00:00:00.000Z,2026-02-05T01:24:40.749Z,74,Realcomp,20251056169,"{'name': 'Rudina Cure', 'phone': '2486466200', 'email': 'rudina@marveloans.com'}","{'name': 'Berkshire Hathaway HomeServices Kee Realty Bham', 'phone': '2486466200', 'email': 'john@keerealty.com', 'website': 'https://www.bhhskeerealty.com/'}","{'2025-11-24': {'event': 'Rental Listing', 'price': 2750, 'listingType': 'Standard', 'listedDate': '2025-11-24T00:00:00.000Z', 'removedDate': '2026-02-06T00:00:00.000Z', 'daysOnMarket': 74}}",{'fee': 365},
"898-Portsmouth-Dr,-Troy,-MI-48084","898 Portsmouth Dr, Troy, MI 48084",898 Portsmouth Dr,,Troy,MI,26,48084,Oakland,125,42.569831,-83.164447,Single Family,4,3.0,2200,1972.0,Inactive,3200,Standard,2025-12-17T00:00:00.000Z,2026-02-03T00:00:00.000Z,2025-12-18T00:00:00.000Z,2026-02-02T02:44:58.125Z,48,Realcomp,20251058625,"{'name': 'Paula Belanger', 'phone': '2485241600', 'email': 'paulabelanger@hotmail.com'}","{'name': 'Five Star Real Estate - Troy', 'phone': '2482322600'}","{'2025-12-17': {'event': 'Rental Listing', 'price': 3200, 'listingType': 'Standard', 'listedDate': '2025-12-17T00:00:00.000Z', 'removedDate': '2026-02-03T00:00:00.000Z', 'daysOnMarket': 48}}",,13504.0
"1582-Devon-Ln,-Unit-2,-Troy,-MI-48084","1582 Devon Ln, Unit 2, Troy, MI 48084",1582 Devon Ln,Unit 2,Troy,MI,26,48084,Oakland,125,42.546797,-83.189107,Townhouse,2,2.5,1413,2003.0,Inactive,1975,Standard,2025-11-26T00:00:00.000Z,2026-02-02T00:00:00.000Z,2019-07-10T12:43:30.094Z,2026-02-01T02:21:45.521Z,68,Realcomp,20251056734,"{'name': 'Lena Oskanian', 'phone': '2486446300', 'email': 'loskanian@cbweirmanuel.com', 'website': 'http://www.weirmanuel.com/agentprofile.php'}","{'name': 'Coldwell Banker Professionals - Birmingham ', 'phone': '2486446300', 'email': 'birmingham@cbpmichigan.com', 'website': 'http://www.coldwellbankerprofessionals.com/'}","{'2025-11-26': {'event': 'Rental Listing', 'price': 1975, 'listingType': 'Standard', 'listedDate': '2025-11-26T00:00:00.000Z', 'removedDate': '2026-02-02T00:00:00.000Z', 'daysOnMarket': 68}}",{'fee': 195},
"2861-Summers-Pl,-Troy,-MI-48084","2861 Summers Pl, Troy, MI 48084",2861 Summers Pl,,Troy,MI,26,48084,Oakland,125,42.55999,-83.172726,Townhouse,4,3.5,1759,2024.0,Inactive,3400,Standard,2025-08-15T00:00:00.000Z,2026-01-31T00:00:00.000Z,2025-08-15T00:00:00.000Z,2026-01-30T02:30:25.133Z,169,Realcomp,20251027511,"{'name': 'June Noh', 'phone': '2486468395', 'email': 'junenohrealtor@gmail.com'}","{'name': 'Keller Williams Paint Creek', 'phone': '2486098000', 'email': 'laithmarroki@kw.com', 'website': 'www.kw.com/kw'}","{'2025-08-15': {'event': 'Rental Listing', 'price': 3400, 'listingType': 'Standard', 'listedDate': '2025-08-15T00:00:00.000Z', 'removedDate': '2026-01-31T00:00:00.000Z', 'daysOnMarket': 169}}",,
"1129-Kirts-Blvd,-Unit-D,-Troy,-MI-48084","1129 Kirts Blvd, Unit D, Troy, MI 48084",1129 Kirts Blvd,Unit D,Troy,MI,26,48084,Oakland,125,42.55555,-83.163237,Condo,2,1.5,1200,,Inactive,2300,Standard,2026-01-23T00:00:00.000Z,2026-01-28T00:00:00.000Z,2025-04-13T00:00:00.000Z,2026-01-27T00:26:24.414Z,5,,,,,"{'2025-04-12': {'event': 'Rental Listing', 'price': 2400, 'listingType': 'Standard', 'listedDate': '2025-04-12T00:00:00.000Z', 'removedDate': '2025-05-13T00:00:00.000Z', 'daysOnMarket': 31}, '2026-01-23': {'event': 'Rental Listing', 'price': 2300, 'listingType': 'Standard', 'listedDate': '2026-01-23T00:00:00.000Z', 'removedDate': '2026-01-28T00:00:00.000Z', 'daysOnMarket': 5}}",,
"3274-Camden-Dr,-Troy,-MI-48084","3274 Camden Dr, Troy, MI 48084",3274 Camden Dr,,Troy,MI,26,48084,Oakland,125,42.546797,-83.189108,Condo,2,2.5,1910,2004.0,Inactive,2600,Standard,2026-01-12T00:00:00.000Z,2026-01-27T00:00:00.000Z,2026-01-13T00:00:00.000Z,2026-01-26T02:06:36.719Z,15,Realcomp,20261002337,"{'name': 'Bianca Reed', 'email': 'biancareedrealtor@gmail.com'}","{'name': 'Community Choice Realty Inc', 'phone': '2487290011', 'email': 'anthonydjon@gmail.com', 'website': 'https://www.homesforsaleinmich.com/'}","{'2026-01-12': {'event': 'Rental Listing', 'price': 2600, 'listingType': 'Standard', 'listedDate': '2026-01-12T00:00:00.000Z', 'removedDate': '2026-01-27T00:00:00.000Z', 'daysOnMarket': 15}}",,
"3255-Camden-Dr,-Troy,-MI-48084","3255 Camden Dr, Troy, MI 48084",3255 Camden Dr,,Troy,MI,26,48084,Oakland,125,42.546799,-83.18911,Single Family,2,2.0,2365,2004.0,Inactive,2600,Standard,2025-12-14T00:00:00.000Z,2026-01-25T00:00:00.000Z,2023-08-28T00:00:00.000Z,2026-01-24T02:33:33.382Z,42,,,,,"{'2025-11-06': {'event': 'Rental Listing', 'price': 2300, 'listingType': 'Standard', 'listedDate': '2025-11-06T00:00:00.000Z', 'removedDate': '2025-11-07T00:00:00.000Z', 'daysOnMarket': 1}, '2025-12-14': {'event': 'Rental Listing', 'price': 2600, 'listingType': 'Standard', 'listedDate': '2025-12-14T00:00:00.000Z', 'removedDate': '2026-01-25T00:00:00.000Z', 'daysOnMarket': 42}}",{'fee': 350},
"1438-Devon-Ln,-Troy,-MI-48084","1438 Devon Ln, Troy, MI 48084",1438 Devon Ln,,Troy,MI,26,48084,Oakland,125,42.546427,-83.188425,Townhouse,2,2.5,2300,2003.0,Inactive,2900,Standard,2025-10-02T00:00:00.000Z,2026-01-18T00:00:00.000Z,2019-11-06T11:05:23.319Z,2026-01-17T02:32:30.687Z,108,Realcomp,20251042149,"{'name': 'Chris J Gabriel', 'phone': '2482008771', 'email': 'losgabriel@gmail.com'}","{'name': 'Keller Williams DOMAIN Birmingham', 'phone': '2485900800', 'email': 'klrw1017@kw.com'}","{'2025-10-02': {'event': 'Rental Listing', 'price': 2900, 'listingType': 'Standard', 'listedDate': '2025-10-02T00:00:00.000Z', 'removedDate': '2026-01-18T00:00:00.000Z', 'daysOnMarket': 108}}",{'fee': 380},
"3046-Camden-Dr,-Troy,-MI-48084","3046 Camden Dr, Troy, MI 48084",3046 Camden Dr,,Troy,MI,26,48084,Oakland,125,42.546797,-83.189108,Townhouse,2,2.5,1406,2003.0,Inactive,2500,Standard,2025-12-19T00:00:00.000Z,2026-01-09T00:00:00.000Z,2019-11-11T18:54:59.999Z,2026-01-08T02:22:18.789Z,21,Realcomp,20251060474,"{'name': 'William Ersan', 'phone': '2488254606', 'email': 'william@mainsr.com', 'website': 'www.mainsr.com'}","{'name': 'BE Realty Group LLC', 'phone': '5867189677'}","{'2025-12-19': {'event': 'Rental Listing', 'price': 2500, 'listingType': 'Standard', 'listedDate': '2025-12-19T00:00:00.000Z', 'removedDate': '2026-01-09T00:00:00.000Z', 'daysOnMarket': 21}}",{'fee': 205},
